annonce_id,title,price,location,surface,rooms,baths,link,city,neighborhood,price_meter,price_category
102,CMN-AC-2017 - Appartement à vendre à Californie,1690000,"Appartements dans Casablanca, Californie",144,2,2,https://www.avito.ma/fr/californie/appartements/CMN_AC_2017___Appartement_%C3%A0_vendre_%C3%A0_Californie_57245074.htm,Casablanca,Californie,11736,High
103,Des appartements à vendre,420000,"Appartements dans Agadir, Autre secteur",58,2,2,https://www.avito.ma/fr/autre_secteur/appartements/Des_appartements_%C3%A0_vendre_53850953.htm,Agadir,Autre secteur,7241,Low
104,Appartements à vendre,1220000,"Appartements dans Agadir, Hay Mohammadi",107,3,2,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartements_%C3%A0_vendre_57272868.htm,Agadir,Hay Mohammadi,11401,High
105,Appartement à vendre,650000,"Appartements dans Agadir, Tilila",67,2,2,https://www.avito.ma/fr/tilila/appartements/Appartement_%C3%A0_vendre_54361310.htm,Agadir,Tilila,9701,Medium
106,Appartements à vendre,870000,"Appartements dans Agadir, Hay Mohammadi",66,2,2,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartements_%C3%A0_vendre_56596790.htm,Agadir,Hay Mohammadi,13181,Medium
107,Appartement à vendre 144 m² à 2 Mars Casablanca,1650000,"Appartements dans Casablanca, 2 Mars",144,2,2,https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_144_m%C2%B2_%C3%A0_2_Mars_Casablanca_57742925.htm,Casablanca,2 Mars,11458,High
108,Appartements à vendre,980000,"Appartements dans Agadir, Hay Mohammadi",75,2,2,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartements_%C3%A0_vendre_56596742.htm,Agadir,Hay Mohammadi,13066,Medium
109,"Appartement à vendre 83 m² à semlalia, guéliz",1550000,"Appartements dans Marrakech, Guéliz",84,2,2,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_vendre_83_m%C2%B2_%C3%A0_semlalia__gu%C3%A9liz_55811696.htm,Marrakech,Guéliz,18452,High
110,Appartements à vendre 60 m² à Tétouan,450000,"Appartements dans Tétouan, Taboula",60,2,1,https://www.avito.ma/fr/taboula/appartements/Appartements_%C3%A0_vendre_60_m%C2%B2_%C3%A0_T%C3%A9touan_57784930.htm,Tétouan,Taboula,7500,Low
111,Appartements neufs à vendre,770500,"Appartements dans Dcheira, Toute la ville",67,2,1,https://www.avito.ma/fr/dcheira/appartements/Appartements_neufs_%C3%A0_vendre_57591389.htm,Dcheira,Toute la ville,11500,Medium
112,Bel Appart avec piscine à vendre à Sidi Bouzid,870000,"Appartements dans Sidi Bouzid, Toute la ville",106,2,1,https://www.avito.ma/fr/sidi_bouzid/appartements/Bel_Appart_avec_piscine_%C3%A0_vendre_%C3%A0_Sidi_Bouzid_56766849.htm,Sidi Bouzid,Toute la ville,8207,Medium
113,Appartement à vendre pas de semsar,600000,"Appartements dans Mohammedia, Nassim",70,2,1,https://www.avito.ma/fr/nassim/appartements/Appartement_%C3%A0_vendre_pas_de_semsar_57773761.htm,Mohammedia,Nassim,8571,Medium
114,Appartements à vendre – Immeuble 3 étages,1000000,"Appartements dans Tanger, Ahlane",80,3,1,https://www.avito.ma/fr/ahlane/appartements/Appartements_%C3%A0_vendre___Immeuble_3_%C3%A9tages_57442342.htm,Tanger,Ahlane,12500,High
115,Appartement à vendre 133 m² sur 2 mars,1700000,"Appartements dans Casablanca, 2 Mars",133,3,2,https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_133_m%C2%B2_sur_2_mars_57696869.htm,Casablanca,2 Mars,12781,High
116,Appartement à vendre à Bachir Complex,620000,"Appartements dans Tanger, Moujahidine",62,2,2,https://www.avito.ma/fr/moujahidine/appartements/Appartement_%C3%A0_vendre_%C3%A0_Bachir_Complex_57747143.htm,Tanger,Moujahidine,10000,Medium
117,Appartement 100 m² Les Collines Sidi Maarouf,1180000,"Appartements dans Casablanca, Sidi Maarouf",100,3,2,https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_100_m%C2%B2_Les_Collines_Sidi_Maarouf_57755840.htm,Casablanca,Sidi Maarouf,11800,High
118,BEN-MA-1118 - Appartement à vendre à Mansouria-B...,1200000,"Appartements dans Benslimane, Autre secteur",98,2,1,https://www.avito.ma/fr/autre_secteur/appartements/BEN_MA_1118___Appartement_%C3%A0_vendre_%C3%A0_Mansouria_B____57276565.htm,Benslimane,Autre secteur,12244,High
119,CMN-SI-1881 - Appartement à vendre à Bourgogne Est,1800000,"Appartements dans Casablanca, Bourgogne",103,3,2,https://www.avito.ma/fr/bourgogne/appartements/CMN_SI_1881___Appartement_%C3%A0_vendre_%C3%A0_Bourgogne_Est_57341638.htm,Casablanca,Bourgogne,17475,High
120,Appartement spacieux a vendre sur PRESTIGIA,5500000,"Appartements dans Rabat, Hay Riad",248,3,2,https://www.avito.ma/fr/hay_riad/appartements/Appartement_spacieux_a_vendre_sur_PRESTIGIA_57330978.htm,Rabat,Hay Riad,22177,High
121,Appartements à vendre,1157000,"Appartements dans Agadir, Tilila",89,2,1,https://www.avito.ma/fr/tilila/appartements/Appartements_%C3%A0_vendre_57740727.htm,Agadir,Tilila,13000,High
122,F3 avec GRANDE COUR de 35m² au Centre Bouskoura,850000,"Appartements dans Bouskoura, Bouskoura centre",114,2,1,https://www.avito.ma/fr/bouskoura_centre/appartements/F3_avec_GRANDE_COUR_de_35m%C2%B2_au_Centre_Bouskoura_57586040.htm,Bouskoura,Bouskoura centre,7456,Medium
123,Appartement à vendre 153 m² à Bouznika,1750000,"Appartements dans Bouznika, Plage Oued Cherrat",157,2,2,https://www.avito.ma/fr/plage_oued_cherrat/appartements/Appartement_%C3%A0_vendre_153_m%C2%B2_%C3%A0_Bouznika_57669462.htm,Bouznika,Plage Oued Cherrat,11146,High
124,Studio avec terrasse 83 m² – Maarif – 1er étage,1090000,"Appartements dans Casablanca, Maarif",83,1,1,https://www.avito.ma/fr/maarif/appartements/Studio_avec_terrasse_83_m%C2%B2___Maarif___1er_%C3%A9tage_57672193.htm,Casablanca,Maarif,13132,High
125,Appartement à vendre 140 m² à Bouznika,740000,"Appartements dans Bouznika, Autre secteur",140,3,2,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_140_m%C2%B2_%C3%A0_Bouznika_56059938.htm,Bouznika,Autre secteur,5285,Medium
126,Appartement à vendre 58 m² à Marrakech,1600000,"Appartements dans Marrakech, Route de Tahanaoute",60,1,1,https://www.avito.ma/fr/route_de_tahanaoute/appartements/Appartement_%C3%A0_vendre_58_m%C2%B2_%C3%A0_Marrakech_57371568.htm,Marrakech,Route de Tahanaoute,26666,High
127,CMN-HA-1848 - Appartement à vendre à Lissasfa,930000,"Appartements dans Casablanca, Lissasfa",103,3,1,https://www.avito.ma/fr/lissasfa/appartements/CMN_HA_1848___Appartement_%C3%A0_vendre_%C3%A0_Lissasfa_57291337.htm,Casablanca,Lissasfa,9029,Medium
128,Bonne opportunité en plein centre-ville,1320000,"Appartements dans Kénitra, Maamora",174,2,2,https://www.avito.ma/fr/maamora/appartements/Bonne_opportunit%C3%A9_en_plein_centre_ville_57464778.htm,Kénitra,Maamora,7586,High
129,Tanger La Balia Dhouha,390000,"Appartements dans Tanger, Tanja Balia",54,2,1,https://www.avito.ma/fr/tanja_balia/appartements/Tanger_La_Balia_Dhouha_57840259.htm,Tanger,Tanja Balia,7222,Low
130,A vendre bel appartement bien ensoleillé,2500000,"Appartements dans Casablanca, Racine",186,3,3,https://www.avito.ma/fr/racine/appartements/A_vendre_bel_appartement_bien_ensoleill%C3%A9_56368041.htm,Casablanca,Racine,13440,High
131,(P.V00244) Appartements en Bord de Mer à Mdiq,1790000,"Appartements dans Mdiq, Toute la ville",76,2,2,https://www.avito.ma/fr/mdiq/appartements/_P_V00244__Appartements_en_Bord_de_Mer_%C3%A0_Mdiq_57681071.htm,Mdiq,Toute la ville,23552,High
132,Appartement Moyen standing,410000,"Appartements dans Béni Mellal, Toute la ville",70,3,2,https://www.avito.ma/fr/b%C3%A9ni_mellal/appartements/Appartement_Moyen_standing_57215043.htm,Béni Mellal,Toute la ville,5857,Low
133,(P.V00250) Apparts neufs - Haut Standing à Tétouan,570000,"Appartements dans Tétouan, Autre secteur",62,2,1,https://www.avito.ma/fr/autre_secteur/appartements/_P_V00250__Apparts_neufs___Haut_Standing_%C3%A0_T%C3%A9touan_57810019.htm,Tétouan,Autre secteur,9193,Medium
134,Appartement À vendre à Bassatine El Menzeh,2500000,"Appartements dans Rabat, Autre secteur",167,3,2,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%80_vendre_%C3%A0_Bassatine_El_Menzeh_56111815.htm,Rabat,Autre secteur,14970,High
135,Duplex meublé à vendre 200 m² à Hivernage,5000000,"Appartements dans Marrakech, Hivernage",200,3,2,https://www.avito.ma/fr/hivernage/appartements/Duplex_meubl%C3%A9_%C3%A0_vendre_200_m%C2%B2_%C3%A0_Hivernage_57685713.htm,Marrakech,Hivernage,25000,High
136,Appartement à vendre 123 m² à Kénitra,1350000,"Appartements dans Kénitra, La Ville Haute",135,3,2,https://www.avito.ma/fr/la_ville_haute/appartements/Appartement_%C3%A0_vendre_123_m%C2%B2_%C3%A0_K%C3%A9nitra_57811797.htm,Kénitra,La Ville Haute,10000,High
137,Appartement meublé à vendre à Mssanana Golf route Rmilat,1200000,"Appartements dans Tanger, Du Golf",94,2,1,https://www.avito.ma/fr/du_golf/appartements/Appartement_meubl%C3%A9_%C3%A0_vendre_%C3%A0_Mssanana_Golf_route_Rmilat_56137932.htm,Tanger,Du Golf,12765,High
138,A vendre un appartement dans une résid balnéaire,1100000,"Appartements dans Sidi Rahal, Toute la ville",108,2,2,https://www.avito.ma/fr/sidi_rahal/appartements/A_vendre_un_appartement_dans_une_r%C3%A9sid_baln%C3%A9aire_57463162.htm,Sidi Rahal,Toute la ville,10185,High
139,Appartement à vendre 54 m² à Casablanca DAR BOUAAZA,270000,"Appartements dans Casablanca, Autre secteur",54,2,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_54_m%C2%B2_%C3%A0_Casablanca_DAR_BOUAAZA_57809096.htm,Casablanca,Autre secteur,5000,Low
140,Appartement triplex à vendre 128m² à HM Casablanca,850000,"Appartements dans Casablanca, Hay Mohammadi",128,4,2,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_triplex_%C3%A0_vendre_128m%C2%B2_%C3%A0_HM_Casablanca_57029102.htm,Casablanca,Hay Mohammadi,6640,Medium
141,Appartement à vendre 95 m² à El Mansouria,1100000,"Appartements dans El Mansouria, Toute la ville",95,2,2,https://www.avito.ma/fr/el_mansouria/appartements/Appartement_%C3%A0_vendre_95_m%C2%B2_%C3%A0_El_Mansouria_57715127.htm,El Mansouria,Toute la ville,11578,High
142,Appartement à vendre 78 m² à Mohammedia,770000,"Appartements dans Mohammedia, Autre secteur",78,2,2,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_Mohammedia_57688984.htm,Mohammedia,Autre secteur,9871,Medium
143,(P.V00243) Appartements de Haut Standing à Cabo,1125000,"Appartements dans Cabo Negro, Toute la ville",45,1,1,https://www.avito.ma/fr/cabo_negro/appartements/_P_V00243__Appartements_de_Haut_Standing_%C3%A0_Cabo_57397345.htm,Cabo Negro,Toute la ville,25000,High
144,Appartement à vendre dans le quartier Al Hamidiya Al Quds,680000,"Appartements dans Casablanca, Sidi Bernoussi",55,2,1,https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_%C3%A0_vendre_dans_le_quartier_Al_Hamidiya_Al_Quds_57792316.htm,Casablanca,Sidi Bernoussi,12363,Medium
145,CMN-AC-1971 - Appartement à vendre à Sidi Maarouf,770000,"Appartements dans Casablanca, Sidi Maarouf",72,2,1,https://www.avito.ma/fr/sidi_maarouf/appartements/CMN_AC_1971___Appartement_%C3%A0_vendre_%C3%A0_Sidi_Maarouf_57245006.htm,Casablanca,Sidi Maarouf,10694,Medium
146,Appartement à vendre 82 m² garage voiture 12 m² titré Wifaq,1200000,"Appartements dans Temara, Wifak",82,2,2,https://www.avito.ma/fr/wifak/appartements/Appartement_%C3%A0_vendre_82_m%C2%B2_garage_voiture_12_m%C2%B2_titr%C3%A9_Wifaq_57840136.htm,Temara,Wifak,14634,High
147,Appartement meublé à vendre Bayt Mostaqbal1,420000,"Appartements dans Salé, Toute la ville",54,2,1,https://www.avito.ma/fr/sal%C3%A9/appartements/Appartement_meubl%C3%A9_%C3%A0_vendre_Bayt_Mostaqbal1_57840132.htm,Salé,Toute la ville,7777,Low
148,"Appartement à vendre 58 m², Oulfa Hay Hassani",286000,"Appartements dans Casablanca, Oulfa",59,2,1,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_58_m%C2%B2__Oulfa_Hay_Hassani_57775101.htm,Casablanca,Oulfa,4847,Low
149,Apparts neufs Haut Standing à Mansouria,900000,"Appartements dans Mohammedia, Autre secteur",75,2,2,https://www.avito.ma/fr/autre_secteur/appartements/Apparts_neufs_Haut_Standing_%C3%A0_Mansouria_56127780.htm,Mohammedia,Autre secteur,12000,Medium
150,Superbe Appartement à vendre 75 m² à Marrakech,1050000,"Appartements dans Marrakech, Hay Izdihar",75,2,2,https://www.avito.ma/fr/hay_izdihar/appartements/Superbe_Appartement_%C3%A0_vendre_75_m%C2%B2_%C3%A0_Marrakech_57790073.htm,Marrakech,Hay Izdihar,14000,High
151,Appartement à vendre à Harhoura,1900000,"Appartements dans Temara, Harhoura",95,2,2,https://www.avito.ma/fr/harhoura/appartements/Appartement_%C3%A0_vendre_%C3%A0_Harhoura_56546117.htm,Temara,Harhoura,20000,High
152,CMN-MA-2404 - Appartement à vendre à Les princesses,2400000,"Appartements dans Casablanca, Les Princesses",121,3,2,https://www.avito.ma/fr/les_princesses/appartements/CMN_MA_2404___Appartement_%C3%A0_vendre_%C3%A0_Les_princesses_57234386.htm,Casablanca,Les Princesses,19834,High
153,VENTE – APPARTEMENT AVEC TERRASSE À MAAMORA,750000,"Appartements dans Kénitra, Maamora",117,2,1,https://www.avito.ma/fr/maamora/appartements/VENTE___APPARTEMENT_AVEC_TERRASSE_%C3%80_MAAMORA_57724479.htm,Kénitra,Maamora,6410,Medium
154,Appartement Spacieux 158m² à Mers Sultan,2054000,"Appartements dans Casablanca, Mers Sultan",158,3,2,https://www.avito.ma/fr/mers_sultan/appartements/Appartement_Spacieux_158m%C2%B2_%C3%A0_Mers_Sultan_57835785.htm,Casablanca,Mers Sultan,13000,High
155,Appartement à vendre titré au premier étage,800000,"Appartements dans Tanger, Aouama Gharbia",90,3,1,https://www.avito.ma/fr/aouama_gharbia/appartements/Appartement_%C3%A0_vendre_titr%C3%A9_au_premier_%C3%A9tage_57840085.htm,Tanger,Aouama Gharbia,8888,Medium
156,Appartement avec cour à Bouznika,710000,"Appartements dans Bouznika, Autre secteur",108,2,2,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_avec_cour_%C3%A0_Bouznika_44799287.htm,Bouznika,Autre secteur,6574,Medium
157,(P.V00171) Nouveaux Appartements à Cabo Negro,1364000,"Appartements dans Cabo Negro, Toute la ville",62,2,1,https://www.avito.ma/fr/cabo_negro/appartements/_P_V00171__Nouveaux_Appartements_%C3%A0_Cabo_Negro_51770070.htm,Cabo Negro,Toute la ville,22000,High
158,CMN-HA-1920 - Appartement à vendre à Oulfa,1092000,"Appartements dans Casablanca, Oulfa",78,2,2,https://www.avito.ma/fr/oulfa/appartements/CMN_HA_1920___Appartement_%C3%A0_vendre_%C3%A0_Oulfa_57324742.htm,Casablanca,Oulfa,14000,High
159,A 2 pas de M Avenue à Gueliz,695000,"Appartements dans Marrakech, Guéliz",70,2,1,https://www.avito.ma/fr/gu%C3%A9liz/appartements/A_2_pas_de_M_Avenue_%C3%A0_Gueliz_56639312.htm,Marrakech,Guéliz,9928,Medium
160,Appartement à vendre meilleur emplacement,2000000,"Appartements dans Rabat, Diour Jamaa",133,3,1,https://www.avito.ma/fr/diour_jamaa/appartements/Appartement_%C3%A0_vendre_meilleur_emplacement_57839997.htm,Rabat,Diour Jamaa,15037,High
161,Lux appartement ou cabinet à Bourgogne,1380000,"Appartements dans Casablanca, Bourgogne",125,3,2,https://www.avito.ma/fr/bourgogne/appartements/Lux_appartement_ou_cabinet_%C3%A0_Bourgogne_53572705.htm,Casablanca,Bourgogne,11040,High
162,Élégant Appartement À Vendre À Semlalia,1300000,"Appartements dans Marrakech, Semlalia",82,2,1,https://www.avito.ma/fr/semlalia/appartements/%C3%89l%C3%A9gant_Appartement_%C3%80_Vendre_%C3%80_Semlalia_57810504.htm,Marrakech,Semlalia,15853,High
163,Appartement 145 m² en Vente près Hay Amal Narjiss,870000,"Appartements dans Fès, Narjis",145,3,1,https://www.avito.ma/fr/narjis/appartements/Appartement_145_m%C2%B2_en_Vente_pr%C3%A8s_Hay_Amal_Narjiss_57803962.htm,Fès,Narjis,6000,Medium
164,Appartement à vendre quartier Al Azhar 2 Bouskoura. Près de Hammam Al Hamd,320000,"Appartements dans Bouskoura, Bouskoura centre",58,2,1,https://www.avito.ma/fr/bouskoura_centre/appartements/Appartement_%C3%A0_vendre_quartier_Al_Azhar_2_Bouskoura__Pr%C3%A8s_de_Hammam_Al_Hamd_56908144.htm,Bouskoura,Bouskoura centre,5517,Low
165,Appartement 112 m² près café Mégad’Or à Fès,650000,"Appartements dans Fès, Route Ain Chkaf",112,3,2,https://www.avito.ma/fr/route_ain_chkaf/appartements/Appartement_112_m%C2%B2_pr%C3%A8s_caf%C3%A9_M%C3%A9gad_Or_%C3%A0_F%C3%A8s_57370688.htm,Fès,Route Ain Chkaf,5803,Medium
221,Un appartement,1100000,"Appartements dans Meknès, Hamria",200,3,2,https://www.avito.ma/fr/hamria/appartements/Un_appartement_57792800.htm,Meknès,Hamria,5500,High
166,ATHENA 25 – Investissement Haut Standing,870000,"Appartements dans Marrakech, Route de Casablanca",72,1,1,https://www.avito.ma/fr/route_de_casablanca/appartements/ATHENA_25___Investissement_Haut_Standing_57324851.htm,Marrakech,Route de Casablanca,12083,Medium
167,À vendre appartement de luxe à malabata hills,8000000,"Appartements dans Tanger, Sania",366,3,2,https://www.avito.ma/fr/sania/appartements/%C3%80_vendre_appartement_de_luxe_%C3%A0_malabata_hills_57061349.htm,Tanger,Sania,21857,High
168,A vendre studio de luxe Almassira,1700000,"Appartements dans Casablanca, Maarif",74,1,1,https://www.avito.ma/fr/maarif/appartements/A_vendre_studio_de_luxe_Almassira_57768585.htm,Casablanca,Maarif,22972,High
169,CMN-MA-1139 - Appartement à vendre à Val Fleurie,1800000,"Appartements dans Casablanca, Val Fleuri",129,2,2,https://www.avito.ma/fr/val_fleuri/appartements/CMN_MA_1139___Appartement_%C3%A0_vendre_%C3%A0_Val_Fleurie_57319442.htm,Casablanca,Val Fleuri,13953,High
170,Appartement à vendre 135 m² à Kénitra,1500000,"Appartements dans Kénitra, Maamora",137,3,2,https://www.avito.ma/fr/maamora/appartements/Appartement_%C3%A0_vendre_135_m%C2%B2_%C3%A0_K%C3%A9nitra_56509878.htm,Kénitra,Maamora,10948,High
171,Appartement à vendre bien situé,1550000,"Appartements dans Temara, Wifak",97,3,2,https://www.avito.ma/fr/wifak/appartements/Appartement_%C3%A0_vendre_bien_situ%C3%A9_57713493.htm,Temara,Wifak,15979,High
172,Appartement à vendre 78 m² à El Mansouria,940000,"Appartements dans El Mansouria, Toute la ville",78,2,2,https://www.avito.ma/fr/el_mansouria/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_El_Mansouria_57553786.htm,El Mansouria,Toute la ville,12051,Medium
173,Appartement à vendre sur Hay Riad,2200000,"Appartements dans Rabat, Hay Riad",94,2,2,https://www.avito.ma/fr/hay_riad/appartements/Appartement_%C3%A0_vendre_sur_Hay_Riad_57633311.htm,Rabat,Hay Riad,23404,High
174,Appartement salon 3 chambres 103 m² à Victoria,999000,"Appartements dans Bouskoura, Victoria",114,3,2,https://www.avito.ma/fr/victoria/appartements/Appartement_salon_3_chambres_103_m%C2%B2_%C3%A0_Victoria_56593572.htm,Bouskoura,Victoria,8763,Medium
175,Appartement 150 m² en vente près Clinique Razi,800000,"Appartements dans Fès, Autre secteur",150,3,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_150_m%C2%B2_en_vente_pr%C3%A8s_Clinique_Razi_57730264.htm,Fès,Autre secteur,5333,Medium
176,Saidia AP2 - Appart de 118m² – proche du Golf,960000,"Appartements dans Saidia, Toute la ville",118,2,2,https://www.avito.ma/fr/saidia/appartements/Saidia_AP2___Appart_de_118m%C2%B2___proche_du_Golf_57775425.htm,Saidia,Toute la ville,8135,Medium
177,Appartement 126m² 3 chambres 2SDB lumineux,590000,"Appartements dans Fès, Route Ain Chkaf",140,3,2,https://www.avito.ma/fr/route_ain_chkaf/appartements/Appartement_126m%C2%B2_3_chambres_2SDB_lumineux_57664061.htm,Fès,Route Ain Chkaf,4214,Medium
178,Appartement à vendre,1100000,"Appartements dans Temara, Wifak",80,2,2,https://www.avito.ma/fr/wifak/appartements/Appartement_%C3%A0_vendre_57805007.htm,Temara,Wifak,13750,High
179,"Appartement 78 m² – 2 chambres – Irfane 2, Tanger",870000,"Appartements dans Tanger, Al Irfane 2",78,2,2,https://www.avito.ma/fr/al_irfane_2/appartements/Appartement_78_m%C2%B2___2_chambres___Irfane_2__Tanger_57552896.htm,Tanger,Al Irfane 2,11153,Medium
180,Appartement neuf et moderne sur la corniche,1700000,"Appartements dans Tanger, Malabata",100,2,2,https://www.avito.ma/fr/malabata/appartements/Appartement_neuf_et_moderne_sur_la_corniche_57703995.htm,Tanger,Malabata,17000,High
181,"Appartement 88 m² – Tingis Tower, Malabata",2250000,"Appartements dans Tanger, Malabata",88,2,2,https://www.avito.ma/fr/malabata/appartements/Appartement_88_m%C2%B2___Tingis_Tower__Malabata_57726622.htm,Tanger,Malabata,25568,High
182,Appartement 93 m² à Victoria,880000,"Appartements dans Bouskoura, Victoria",104,2,2,https://www.avito.ma/fr/victoria/appartements/Appartement_93_m%C2%B2_%C3%A0_Victoria_56601842.htm,Bouskoura,Victoria,8461,Medium
